iter	RMSE
347	0.1194791114
348	0.1193443449
349	0.119205891
350	0.1189700333
351	0.1187507978
352	0.1185943794
353	0.1183445974
354	0.1181658288
355	0.1178988719
356	0.1177682691
357	0.1175142542
358	0.1173729226
359	0.1171591393
360	0.1169464786
361	0.1168142892
362	0.1166143076
363	0.1164253606
364	0.1161971085
365	0.1160793771
366	0.1158540899
367	0.1155853308
368	0.115417767
369	0.1152231401
370	0.1151112436
371	0.1148427207
372	0.1146416527
373	0.1145273958
374	0.1142990987
375	0.1141047759
376	0.1138043158
377	0.1136057471
378	0.1133957125
379	0.1132557195
380	0.1130978475
381	0.1128944155
382	0.1126566807
383	0.1124643301
384	0.1122749643
385	0.112137764
386	0.1120477068
387	0.1118941475
388	0.1117853652
389	0.1115873057
390	0.1114464243
391	0.1112301333
392	0.1109851914
393	0.1108099694
394	0.1106169325
395	0.1104004772
396	0.1102949294
397	0.1101283066
398	0.1099884854
399	0.1097497169
400	0.1096248281
401	0.1095298386
402	0.1093743728
403	0.109215553
404	0.1091001527
405	0.1089324508
406	0.1087497615
407	0.1086129606
408	0.1084812743
409	0.1083383932
410	0.1082008056
411	0.1081313226
412	0.1078848773
413	0.1076976323
414	0.1075077908
415	0.1073170501
416	0.1072016312
417	0.1070710241
418	0.1069229166
419	0.1068105068
420	0.1066463673
421	0.1065205187
422	0.1064321918
423	0.106326019
424	0.1062000732
425	0.1060348075
426	0.1059170895
427	0.1057387783
428	0.1056672086
429	0.1054993379
430	0.1054154748
431	0.1051828845
432	0.1051011988
433	0.1049074722
434	0.1048276763
435	0.1047362905
436	0.104596226
437	0.1044288077
438	0.104289275
439	0.1041153365
440	0.1040325788
441	0.1039267119
442	0.1037450064
443	0.1036189901
444	0.1034701867
445	0.1034079264
446	0.1032921059
447	0.1031875771
448	0.103104575
449	0.1030269295
450	0.1028213187
451	0.1027459055
452	0.1026100472
453	0.1025375368
454	0.10245353
455	0.1023479394
456	0.1022300116
457	0.1021199976
458	0.102003496
459	0.1018895779
460	0.1017513064
461	0.1016232602
462	0.101512701
463	0.1013966436
464	0.101274094
465	0.1011172752
466	0.1010120559
467	0.1008652957
468	0.1007401315
469	0.1006392976
470	0.1005368972
471	0.1003722825
472	0.1001809992
473	0.1000692741
474	0.09991341302
475	0.09973785691
476	0.09963530819
477	0.09944139786
478	0.09930000386
479	0.0991620812
480	0.09904349431
481	0.09891622201
482	0.09884150676
483	0.09875831983
484	0.09859965842
485	0.09851650407
486	0.09840910076
487	0.09835709011
488	0.09825059805
489	0.09815576693
490	0.09800427318
491	0.09787829637
492	0.09782618352
493	0.09771324251
494	0.09758116457
495	0.09746793491
496	0.09737905133
497	0.09726399531
498	0.09714629652
499	0.09704083882
500	0.09697537511
501	0.0968717983
502	0.09680458475
503	0.09669476665
504	0.0965421832
505	0.09645166779
506	0.09628988903
507	0.09616458794
508	0.09606202802
509	0.09595856075
510	0.09582013154
511	0.09569517778
512	0.09557215653
513	0.09551386737
514	0.09539443549
515	0.09529178427
516	0.09520986517
517	0.09513710702
518	0.09505450114
519	0.09493073073
520	0.09478114379
521	0.09471989441
522	0.09464356964
523	0.09453458177
524	0.09444190213
525	0.09434996842
526	0.09424798879
527	0.09417796952
528	0.09405601963
529	0.09400462879
530	0.09387027976
531	0.09382327964
532	0.09373144423
533	0.09365525628
534	0.093557238
535	0.09346645663
536	0.09338743611
537	0.09327738029
538	0.09319699791
539	0.09305926461
540	0.09296117151
541	0.09291458249
542	0.09285658197
543	0.09280751613
544	0.09271298083
545	0.09264880833
546	0.09260547919
547	0.09251582426
548	0.09242312357
549	0.09233955705
550	0.09221568771
551	0.09214854291
552	0.09209663705
553	0.09201331776
554	0.09190812006
555	0.09181641469
556	0.09171787203
557	0.09163266279
558	0.09154434594
559	0.09143920775
560	0.09135171622
561	0.0912804142
562	0.09117728121
563	0.09107643906
564	0.09099705875
565	0.09086003294
566	0.09074838953
567	0.09067148455
568	0.09058505677
569	0.09050853958
570	0.09036840563
571	0.09027751359
572	0.09020755025
573	0.09013386579
574	0.0900425487
575	0.08992508898
576	0.08987526909
577	0.08983729315
578	0.08974321283
579	0.0896897946
580	0.08959466356
581	0.08952175959
582	0.08946768725
583	0.08941480648
584	0.0893274708
585	0.08924621407
586	0.08916592254
587	0.0890666733
588	0.08900917524
589	0.08891668326
590	0.08877497784
591	0.08869829864
592	0.08861696141
593	0.08855159513
594	0.08846082957
595	0.08838644807
596	0.08831738246
597	0.08823515802
598	0.08816490008
599	0.08807735776
600	0.08802152571
601	0.08793647193
602	0.08788978282
603	0.08784276379
604	0.08776665003
605	0.0877000443
606	0.08762059685
607	0.08753406999
608	0.08746967469
609	0.08740050923
610	0.08732882883
611	0.08724112699
612	0.08718326359
613	0.08710575813
614	0.08701827155
615	0.08693976166
616	0.08687343384
617	0.08680367209
618	0.0867523443
619	0.0866872264
620	0.0865929867
621	0.08646651235
622	0.0864068937
623	0.08637277871
624	0.08631359077
625	0.08624778381
626	0.08620456504
627	0.08612836622
628	0.08605759093
629	0.08595917963
630	0.08587478775
631	0.08582060724
632	0.08575194059
633	0.08568348518
634	0.08560070017
635	0.08555721596
636	0.08549070537
637	0.08542789929
638	0.08534875498
639	0.08529178413
640	0.08522607945
641	0.08512411088
642	0.08504580065
643	0.08498782808
644	0.0849199862
645	0.08486026257
646	0.08479627341
647	0.08472087964
648	0.08465440567
649	0.08455772924
650	0.08447116895
651	0.08438301082
652	0.084312746
653	0.08418924299
654	0.08413369445
655	0.08406954273
656	0.08399261712
657	0.08392470698
658	0.08387824782
659	0.0838260374
660	0.08376709534
661	0.08369696177
662	0.08361931974
663	0.08353832415
664	0.0834760058
665	0.0833996874
666	0.08332224813
667	0.08324827649
668	0.08315979324
669	0.08307845071
670	0.08305025561
671	0.08300279237
672	0.08291079774
673	0.08284952799
674	0.08277340599
675	0.08274272414
676	0.08266993148
677	0.08258969337
678	0.0825357627
679	0.08247454787
680	0.08243099645
681	0.08236467086
682	0.08231454197
683	0.08223220056
684	0.08217627322
685	0.08212389888
686	0.08206686146
687	0.08199980869
688	0.08190323513
689	0.08185028682
690	0.08178321248
691	0.08172888999
692	0.08167852179
693	0.08160743046
694	0.08156396731
695	0.08150566298
696	0.08140118299
697	0.08136187008
698	0.08129880631
699	0.08123283555
700	0.08116042009
701	0.08112199295
702	0.08104559874
703	0.08097711999
704	0.08095074123
705	0.0808860419
706	0.08086781685
707	0.08083221247
708	0.08078990227
709	0.08073387387
710	0.08065169861
711	0.08054319888
712	0.08049099801
713	0.08041028918
714	0.08035091353
715	0.08029451968
716	0.08026076943
717	0.08020021289
718	0.08014050094
719	0.08009805605
720	0.08007043852
721	0.08003916442
722	0.07994587136
723	0.07990007593
724	0.07982437915
725	0.07978403088
726	0.0797486843
727	0.07968910948
728	0.07963729141
729	0.07956131697
730	0.07950581046
731	0.07945732234
732	0.07937000765
733	0.07930920242
734	0.07924529124
735	0.07921058926
736	0.07917914932
737	0.07911192363
738	0.07906361996
739	0.07901790722
740	0.07895566061
741	0.07888740205
742	0.0787792809
743	0.07870532901
744	0.07864772168
745	0.07855677355
746	0.07849823334
747	0.07844297484
748	0.07839036161
749	0.07834249517
750	0.07829237781
751	0.07824406587
752	0.07821010229
753	0.07808883245
754	0.07804214222
755	0.07799040485
756	0.07789864475
757	0.07783346163
758	0.0777885317
759	0.07772998615
760	0.07768177348
761	0.07762763391
762	0.07759795117
763	0.07755312543
764	0.07752960297
765	0.07746040007
766	0.07741870202
767	0.07737350077
768	0.07733193446
769	0.07728822057
770	0.07726968781
771	0.07721720161
772	0.07717550659
773	0.07709168515
774	0.07703262151
775	0.07699360328
776	0.07693361155
777	0.07689712426
778	0.07685038993
779	0.07679457397
780	0.07673365771
781	0.07669034179
782	0.07664607004
783	0.0765492874
784	0.07649809401
785	0.07647022693
786	0.07642194998
787	0.07637489025
788	0.07627405871
789	0.07625576901
790	0.07621991358
791	0.07617907128
792	0.07608244384
793	0.0759952544
794	0.07595127602
795	0.0758707833
796	0.07583299295
797	0.07580174949
798	0.07574719519
799	0.07570554103
800	0.07566204555
801	0.07558578857
802	0.07554899297
803	0.07549905527
804	0.07546392987
805	0.07537750197
806	0.07529918726
807	0.07526579641
808	0.07522296164
809	0.07519021074
810	0.0751452705
811	0.07511423307
812	0.07507956274
813	0.07499393038
814	0.07494825717
815	0.07488230545
816	0.07484735632
817	0.0748309647
818	0.0747357409
819	0.07470112456
820	0.07465452277
821	0.07463127316
822	0.07457863336
823	0.0745151747
824	0.07446702608
825	0.07442917086
826	0.07439050041
827	0.07435829069
828	0.07430251422
829	0.07427415415
830	0.07416991792
831	0.0741395067
832	0.07405645282
833	0.07399980797
834	0.07396628935
835	0.07391438176
836	0.07387948367
837	0.07385600919
838	0.07382041152
839	0.07377509599
840	0.07372711653
841	0.07367134765
842	0.07357557452
843	0.07349348644
844	0.07341109163
845	0.07338133915
846	0.07335361764
847	0.07330061622
848	0.07313084206
849	0.07305638074
850	0.07302793485
851	0.0730098806
852	0.0728678967
853	0.07284250903
854	0.07280317143
855	0.07274796598
856	0.07270824504
857	0.07267605876
858	0.07265090929
859	0.07261688619
860	0.07258732298
861	0.07255676463
862	0.07253288905
863	0.07249943662
864	0.07245864638
865	0.07239154587
866	0.07235520124
867	0.07231440899
868	0.07228135711
869	0.07212923657
870	0.07210075211
871	0.07202278484
872	0.07199857898
873	0.07197023032
874	0.07189544492
875	0.07185774083
876	0.07182975075
877	0.07180001274
878	0.0717663122
879	0.07173625184
880	0.07169264443
881	0.07165251366
882	0.07161472059
883	0.07157727794
884	0.07154155287
885	0.07151124732
886	0.07142968741
887	0.07140410889
888	0.07137730044
889	0.07132727642
890	0.07128347282
891	0.0712520902
892	0.07119914485
893	0.07117728681
894	0.07112842071
895	0.07109255492
896	0.07095214042
897	0.07089078678
898	0.0708245746
899	0.07078829689
900	0.07074113951
901	0.07072097343
902	0.07065411643
903	0.07060968164
904	0.0705355824
905	0.07049893775
906	0.07045911935
907	0.07034648888
908	0.07021990388
909	0.07019746205
910	0.07016278966
911	0.07014146623
912	0.07011652099
913	0.07008906316
914	0.07006499304
915	0.07000764545
916	0.06998499874
917	0.06993268448
918	0.06989870587
