nft_id,trade_price,floor_price,Accessories,Background,Body,Eyes,Hat,Mouth,Accessories_Background_freq,Accessories_Body_freq,Accessories_Eyes_freq,Accessories_Hat_freq,Accessories_Mouth_freq,Background_Body_freq,Background_Eyes_freq,Background_Hat_freq,Background_Mouth_freq,Body_Eyes_freq,Body_Hat_freq,Body_Mouth_freq,Eyes_Hat_freq,Eyes_Mouth_freq,Hat_Mouth_freq,Mouth_freq,Accessories_freq,Background_freq,Body_freq,Eyes_freq,Hat_freq
1088,4.0,4.0,Tie,Midnight Sapphire Blue,Lilac,White Round Shades,No Hat,Sad,0.0073,0.0053,0.0047,0.024,0.0087,0.0053,0.0127,0.0367,0.0153,0.006,0.016,0.0073,0.0327,0.012,0.0387,0.118,0.0627,0.1167,0.0433,0.0987,0.3147
1088,5.16,5.16,Tie,Midnight Sapphire Blue,Lilac,White Round Shades,No Hat,Sad,0.0073,0.0053,0.0047,0.024,0.0087,0.0053,0.0127,0.0367,0.0153,0.006,0.016,0.0073,0.0327,0.012,0.0387,0.118,0.0627,0.1167,0.0433,0.0987,0.3147
1088,8.15,8.15,Tie,Midnight Sapphire Blue,Lilac,White Round Shades,No Hat,Sad,0.0073,0.0053,0.0047,0.024,0.0087,0.0053,0.0127,0.0367,0.0153,0.006,0.016,0.0073,0.0327,0.012,0.0387,0.118,0.0627,0.1167,0.0433,0.0987,0.3147
1088,4.14,4.14,Tie,Midnight Sapphire Blue,Lilac,White Round Shades,No Hat,Sad,0.0073,0.0053,0.0047,0.024,0.0087,0.0053,0.0127,0.0367,0.0153,0.006,0.016,0.0073,0.0327,0.012,0.0387,0.118,0.0627,0.1167,0.0433,0.0987,0.3147
1065,4.0,4.0,nan,Spiced Orange,Tan,White Shades,Headphones,Toothy,0.0527,0.066,0.066,0.022,0.074,0.0207,0.0147,0.0053,0.02,0.0207,0.0087,0.032,0.0087,0.03,0.0087,0.1853,0.4247,0.118,0.1553,0.148,0.05
1026,4.0,4.0,Red Bandana,Rose Quartz Pink,Black,Eye Patch,No Hat,Mustache,0.0113,0.0253,0.012,0.0307,0.0087,0.032,0.014,0.0407,0.0093,0.018,0.0727,0.0213,0.0267,0.0067,0.022,0.0767,0.092,0.116,0.2333,0.08,0.3147
1026,4.61,4.61,Red Bandana,Rose Quartz Pink,Black,Eye Patch,No Hat,Mustache,0.0113,0.0253,0.012,0.0307,0.0087,0.032,0.014,0.0407,0.0093,0.018,0.0727,0.0213,0.0267,0.0067,0.022,0.0767,0.092,0.116,0.2333,0.08,0.3147
1099,4.0,4.0,nan,Forest Moss Green,Tan - Overweight,Normal,No Hat,Surprised,0.0467,0.0313,0.102,0.132,0.056,0.0067,0.034,0.0447,0.0147,0.016,0.016,0.0067,0.0747,0.03,0.0407,0.1187,0.4247,0.1247,0.0727,0.2567,0.3147
1099,6.79,6.79,nan,Forest Moss Green,Tan - Overweight,Normal,No Hat,Surprised,0.0467,0.0313,0.102,0.132,0.056,0.0067,0.034,0.0447,0.0147,0.016,0.016,0.0067,0.0747,0.03,0.0407,0.1187,0.4247,0.1247,0.0727,0.2567,0.3147
1099,4.75,4.75,nan,Forest Moss Green,Tan - Overweight,Normal,No Hat,Surprised,0.0467,0.0313,0.102,0.132,0.056,0.0067,0.034,0.0447,0.0147,0.016,0.016,0.0067,0.0747,0.03,0.0407,0.1187,0.4247,0.1247,0.0727,0.2567,0.3147
325,4.0,4.0,nan,Stormcloud Grey,Tan,White Round Shades,Headband,Happy,0.0467,0.066,0.0427,0.016,0.0967,0.0167,0.016,0.0047,0.022,0.0207,0.012,0.028,0.004,0.0207,0.0113,0.226,0.4247,0.1187,0.1553,0.0987,0.0447
325,9.15,9.15,nan,Stormcloud Grey,Tan,White Round Shades,Headband,Happy,0.0467,0.066,0.0427,0.016,0.0967,0.0167,0.016,0.0047,0.022,0.0207,0.012,0.028,0.004,0.0207,0.0113,0.226,0.4247,0.1187,0.1553,0.0987,0.0447
860,4.02,4.02,nan,Rose Quartz Pink,Cream,White Shades,No Hat,Happy,0.048,0.0327,0.066,0.132,0.0967,0.0093,0.0207,0.0407,0.0247,0.01,0.0347,0.018,0.0487,0.034,0.0707,0.226,0.4247,0.116,0.0787,0.148,0.3147
838,4.13,4.02,Scarf,Sunlit Gold,Tan,White Shades,Headband,Happy,0.0193,0.0227,0.0187,0.0113,0.0353,0.0267,0.026,0.0093,0.04,0.0207,0.012,0.028,0.0087,0.034,0.0113,0.226,0.1393,0.15,0.1553,0.148,0.0447
838,6.85,6.85,Scarf,Sunlit Gold,Tan,White Shades,Headband,Happy,0.0193,0.0227,0.0187,0.0113,0.0353,0.0267,0.026,0.0093,0.04,0.0207,0.012,0.028,0.0087,0.034,0.0113,0.226,0.1393,0.15,0.1553,0.148,0.0447
837,7.13,4.02,nan,Sunlit Gold,Tan,Drowsy Laser Eyes,No Hat,Happy,0.0673,0.066,0.0047,0.132,0.0967,0.0267,0.0013,0.044,0.04,0.0027,0.048,0.028,0.0033,0.0027,0.0707,0.226,0.4247,0.15,0.1553,0.0087,0.3147
837,11.49,6.77,nan,Sunlit Gold,Tan,Drowsy Laser Eyes,No Hat,Happy,0.0673,0.066,0.0047,0.132,0.0967,0.0267,0.0013,0.044,0.04,0.0027,0.048,0.028,0.0033,0.0027,0.0707,0.226,0.4247,0.15,0.1553,0.0087,0.3147
837,5.34,2.85,nan,Sunlit Gold,Tan,Drowsy Laser Eyes,No Hat,Happy,0.0673,0.066,0.0047,0.132,0.0967,0.0267,0.0013,0.044,0.04,0.0027,0.048,0.028,0.0033,0.0027,0.0707,0.226,0.4247,0.15,0.1553,0.0087,0.3147
643,6.2,4.07,Samurai Sword,Spiced Orange,Black - Overweight,Drowsy,Elvis,Mustache,0.0027,0.0027,0.0013,0.0027,0.0033,0.018,0.004,0.0093,0.0067,0.01,0.0127,0.0127,0.004,0.002,0.0047,0.0767,0.0187,0.118,0.1773,0.0407,0.07
643,7.13,5.36,Samurai Sword,Spiced Orange,Black - Overweight,Drowsy,Elvis,Mustache,0.0027,0.0027,0.0013,0.0027,0.0033,0.018,0.004,0.0093,0.0067,0.01,0.0127,0.0127,0.004,0.002,0.0047,0.0767,0.0187,0.118,0.1773,0.0407,0.07
643,4.24,3.44,Samurai Sword,Spiced Orange,Black - Overweight,Drowsy,Elvis,Mustache,0.0027,0.0027,0.0013,0.0027,0.0033,0.018,0.004,0.0093,0.0067,0.01,0.0127,0.0127,0.004,0.002,0.0047,0.0767,0.0187,0.118,0.1773,0.0407,0.07
1483,5.17,4.07,Red Bandana,Sunlit Gold,Black - Overweight,Laser Eyes,Cowboy,Happy,0.0147,0.018,0.0027,0.002,0.0267,0.032,0.0027,0.01,0.04,0.0053,0.0147,0.042,0.0007,0.004,0.0127,0.226,0.092,0.15,0.1773,0.0167,0.058
1483,6.05,5.96,Red Bandana,Sunlit Gold,Black - Overweight,Laser Eyes,Cowboy,Happy,0.0147,0.018,0.0027,0.002,0.0267,0.032,0.0027,0.01,0.04,0.0053,0.0147,0.042,0.0007,0.004,0.0127,0.226,0.092,0.15,0.1773,0.0167,0.058
1483,7.59,7.59,Red Bandana,Sunlit Gold,Black - Overweight,Laser Eyes,Cowboy,Happy,0.0147,0.018,0.0027,0.002,0.0267,0.032,0.0027,0.01,0.04,0.0053,0.0147,0.042,0.0007,0.004,0.0127,0.226,0.092,0.15,0.1773,0.0167,0.058
1483,10.22,8.52,Red Bandana,Sunlit Gold,Black - Overweight,Laser Eyes,Cowboy,Happy,0.0147,0.018,0.0027,0.002,0.0267,0.032,0.0027,0.01,0.04,0.0053,0.0147,0.042,0.0007,0.004,0.0127,0.226,0.092,0.15,0.1773,0.0167,0.058
1483,5.45,4.31,Red Bandana,Sunlit Gold,Black - Overweight,Laser Eyes,Cowboy,Happy,0.0147,0.018,0.0027,0.002,0.0267,0.032,0.0027,0.01,0.04,0.0053,0.0147,0.042,0.0007,0.004,0.0127,0.226,0.092,0.15,0.1773,0.0167,0.058
1483,1.69,1.64,Red Bandana,Sunlit Gold,Black - Overweight,Laser Eyes,Cowboy,Happy,0.0147,0.018,0.0027,0.002,0.0267,0.032,0.0027,0.01,0.04,0.0053,0.0147,0.042,0.0007,0.004,0.0127,0.226,0.092,0.15,0.1773,0.0167,0.058
1095,4.07,4.07,Tie,Lavender Dusk Purple,Blue,Nouns Glasses,Headband,Toothy,0.0087,0.0027,0.004,0.0027,0.0107,0.0073,0.0033,0.0047,0.022,0.0033,0.004,0.0113,0.002,0.0067,0.0107,0.1853,0.0627,0.1187,0.0633,0.0393,0.0447
1095,6.74,6.74,Tie,Lavender Dusk Purple,Blue,Nouns Glasses,Headband,Toothy,0.0087,0.0027,0.004,0.0027,0.0107,0.0073,0.0033,0.0047,0.022,0.0033,0.004,0.0113,0.002,0.0067,0.0107,0.1853,0.0627,0.1187,0.0633,0.0393,0.0447
1095,7.18,7.18,Tie,Lavender Dusk Purple,Blue,Nouns Glasses,Headband,Toothy,0.0087,0.0027,0.004,0.0027,0.0107,0.0073,0.0033,0.0047,0.022,0.0033,0.004,0.0113,0.002,0.0067,0.0107,0.1853,0.0627,0.1187,0.0633,0.0393,0.0447
1095,8.21,8.21,Tie,Lavender Dusk Purple,Blue,Nouns Glasses,Headband,Toothy,0.0087,0.0027,0.004,0.0027,0.0107,0.0073,0.0033,0.0047,0.022,0.0033,0.004,0.0113,0.002,0.0067,0.0107,0.1853,0.0627,0.1187,0.0633,0.0393,0.0447
1095,8.56,8.56,Tie,Lavender Dusk Purple,Blue,Nouns Glasses,Headband,Toothy,0.0087,0.0027,0.004,0.0027,0.0107,0.0073,0.0033,0.0047,0.022,0.0033,0.004,0.0113,0.002,0.0067,0.0107,0.1853,0.0627,0.1187,0.0633,0.0393,0.0447
420,4.07,4.07,Bow Tie,Spiced Orange,Blue,Gold Shades,No Hat,Happy,0.0133,0.008,0.004,0.0307,0.0207,0.006,0.0033,0.032,0.0307,0.0027,0.0207,0.012,0.004,0.0067,0.0707,0.226,0.0933,0.118,0.0633,0.02,0.3147
420,8.92,8.92,Bow Tie,Spiced Orange,Blue,Gold Shades,No Hat,Happy,0.0133,0.008,0.004,0.0307,0.0207,0.006,0.0033,0.032,0.0307,0.0027,0.0207,0.012,0.004,0.0067,0.0707,0.226,0.0933,0.118,0.0633,0.02,0.3147
420,4.37,4.37,Bow Tie,Spiced Orange,Blue,Gold Shades,No Hat,Happy,0.0133,0.008,0.004,0.0307,0.0207,0.006,0.0033,0.032,0.0307,0.0027,0.0207,0.012,0.004,0.0067,0.0707,0.226,0.0933,0.118,0.0633,0.02,0.3147
178,4.57,4.07,Red Bandana,Midnight Sapphire Blue,Lilac,White Round Shades,No Hat,Feral,0.0113,0.004,0.008,0.0307,0.0047,0.0053,0.0127,0.0367,0.0053,0.006,0.016,0.0033,0.0327,0.0073,0.0153,0.048,0.092,0.1167,0.0433,0.0987,0.3147
178,4.07,4.07,Red Bandana,Midnight Sapphire Blue,Lilac,White Round Shades,No Hat,Feral,0.0113,0.004,0.008,0.0307,0.0047,0.0053,0.0127,0.0367,0.0053,0.006,0.016,0.0033,0.0327,0.0073,0.0153,0.048,0.092,0.1167,0.0433,0.0987,0.3147
178,7.05,7.05,Red Bandana,Midnight Sapphire Blue,Lilac,White Round Shades,No Hat,Feral,0.0113,0.004,0.008,0.0307,0.0047,0.0053,0.0127,0.0367,0.0053,0.006,0.016,0.0033,0.0327,0.0073,0.0153,0.048,0.092,0.1167,0.0433,0.0987,0.3147
178,9.01,9.01,Red Bandana,Midnight Sapphire Blue,Lilac,White Round Shades,No Hat,Feral,0.0113,0.004,0.008,0.0307,0.0047,0.0053,0.0127,0.0367,0.0053,0.006,0.016,0.0033,0.0327,0.0073,0.0153,0.048,0.092,0.1167,0.0433,0.0987,0.3147
178,8.44,8.44,Red Bandana,Midnight Sapphire Blue,Lilac,White Round Shades,No Hat,Feral,0.0113,0.004,0.008,0.0307,0.0047,0.0053,0.0127,0.0367,0.0053,0.006,0.016,0.0033,0.0327,0.0073,0.0153,0.048,0.092,0.1167,0.0433,0.0987,0.3147
178,4.61,4.61,Red Bandana,Midnight Sapphire Blue,Lilac,White Round Shades,No Hat,Feral,0.0113,0.004,0.008,0.0307,0.0047,0.0053,0.0127,0.0367,0.0053,0.006,0.016,0.0033,0.0327,0.0073,0.0153,0.048,0.092,0.1167,0.0433,0.0987,0.3147
1244,4.07,4.07,nan,Sunlit Gold,Chocolate,Goggles,Party Hat,Toothy,0.0673,0.0173,0.0267,0.0247,0.074,0.004,0.0087,0.008,0.0293,0.0013,0.004,0.0087,0.0033,0.012,0.0073,0.1853,0.4247,0.15,0.0433,0.0573,0.05
1244,8.95,8.95,nan,Sunlit Gold,Chocolate,Goggles,Party Hat,Toothy,0.0673,0.0173,0.0267,0.0247,0.074,0.004,0.0087,0.008,0.0293,0.0013,0.004,0.0087,0.0033,0.012,0.0073,0.1853,0.4247,0.15,0.0433,0.0573,0.05
1244,3.64,3.64,nan,Sunlit Gold,Chocolate,Goggles,Party Hat,Toothy,0.0673,0.0173,0.0267,0.0247,0.074,0.004,0.0087,0.008,0.0293,0.0013,0.004,0.0087,0.0033,0.012,0.0073,0.1853,0.4247,0.15,0.0433,0.0573,0.05
678,8.46,4.07,Cape,Forest Moss Green,Black - Overweight,Red Shades,No Hat,Drooling,0.0007,0.0033,0.002,0.0027,0.0013,0.026,0.01,0.0447,0.008,0.012,0.0607,0.0133,0.0213,0.0033,0.0253,0.07,0.01,0.1247,0.1773,0.0687,0.3147
678,5.9,3.38,Cape,Forest Moss Green,Black - Overweight,Red Shades,No Hat,Drooling,0.0007,0.0033,0.002,0.0027,0.0013,0.026,0.01,0.0447,0.008,0.012,0.0607,0.0133,0.0213,0.0033,0.0253,0.07,0.01,0.1247,0.1773,0.0687,0.3147
307,4.07,4.07,Tie,Rose Quartz Pink,Black,Goggles,Cylinder,Drooling,0.0087,0.0167,0.0027,0.0047,0.0053,0.032,0.006,0.004,0.0087,0.016,0.008,0.02,0.0013,0.0047,0.0027,0.07,0.0627,0.116,0.2333,0.0573,0.0493
307,6.8,6.8,Tie,Rose Quartz Pink,Black,Goggles,Cylinder,Drooling,0.0087,0.0167,0.0027,0.0047,0.0053,0.032,0.006,0.004,0.0087,0.016,0.008,0.02,0.0013,0.0047,0.0027,0.07,0.0627,0.116,0.2333,0.0573,0.0493
307,8.39,8.39,Tie,Rose Quartz Pink,Black,Goggles,Cylinder,Drooling,0.0087,0.0167,0.0027,0.0047,0.0053,0.032,0.006,0.004,0.0087,0.016,0.008,0.02,0.0013,0.0047,0.0027,0.07,0.0627,0.116,0.2333,0.0573,0.0493
423,4.07,4.07,nan,Lavender Dusk Purple,Black,Eye Patch,Pirate,Happy,0.0507,0.0873,0.0313,0.03,0.0967,0.03,0.0093,0.0107,0.0213,0.018,0.0147,0.0613,0.006,0.0173,0.014,0.226,0.4247,0.1187,0.2333,0.08,0.06
423,7.03,7.03,nan,Lavender Dusk Purple,Black,Eye Patch,Pirate,Happy,0.0507,0.0873,0.0313,0.03,0.0967,0.03,0.0093,0.0107,0.0213,0.018,0.0147,0.0613,0.006,0.0173,0.014,0.226,0.4247,0.1187,0.2333,0.08,0.06
423,8.39,8.39,nan,Lavender Dusk Purple,Black,Eye Patch,Pirate,Happy,0.0507,0.0873,0.0313,0.03,0.0967,0.03,0.0093,0.0107,0.0213,0.018,0.0147,0.0613,0.006,0.0173,0.014,0.226,0.4247,0.1187,0.2333,0.08,0.06
687,4.68,4.07,nan,Midnight Sapphire Blue,Black,Gold Shades,Afro,Happy,0.0567,0.0873,0.006,0.034,0.0967,0.0233,0.002,0.0107,0.0253,0.0047,0.0193,0.0613,0.002,0.0067,0.0113,0.226,0.4247,0.1167,0.2333,0.02,0.07
1355,4.07,4.07,nan,Sunlit Gold,Black,Normal,Afro,Toothy,0.0673,0.0873,0.102,0.034,0.074,0.0313,0.0427,0.0133,0.0293,0.0613,0.0193,0.0347,0.0173,0.0513,0.0153,0.1853,0.4247,0.15,0.2333,0.2567,0.07
1355,8.19,8.19,nan,Sunlit Gold,Black,Normal,Afro,Toothy,0.0673,0.0873,0.102,0.034,0.074,0.0313,0.0427,0.0133,0.0293,0.0613,0.0193,0.0347,0.0173,0.0513,0.0153,0.1853,0.4247,0.15,0.2333,0.2567,0.07
1355,3.85,3.85,nan,Sunlit Gold,Black,Normal,Afro,Toothy,0.0673,0.0873,0.102,0.034,0.074,0.0313,0.0427,0.0133,0.0293,0.0613,0.0193,0.0347,0.0173,0.0513,0.0153,0.1853,0.4247,0.15,0.2333,0.2567,0.07
823,4.05,4.05,Neck Tattoo,Seashell Pink,Black,White Round Shades,No Hat,Panting,0.0047,0.0087,0.004,0.0067,0.0027,0.0253,0.01,0.0373,0.004,0.024,0.0727,0.0127,0.0327,0.004,0.0173,0.048,0.03,0.118,0.2333,0.0987,0.3147
823,5.01,5.01,Neck Tattoo,Seashell Pink,Black,White Round Shades,No Hat,Panting,0.0047,0.0087,0.004,0.0067,0.0027,0.0253,0.01,0.0373,0.004,0.024,0.0727,0.0127,0.0327,0.004,0.0173,0.048,0.03,0.118,0.2333,0.0987,0.3147
823,7.59,7.59,Neck Tattoo,Seashell Pink,Black,White Round Shades,No Hat,Panting,0.0047,0.0087,0.004,0.0067,0.0027,0.0253,0.01,0.0373,0.004,0.024,0.0727,0.0127,0.0327,0.004,0.0173,0.048,0.03,0.118,0.2333,0.0987,0.3147
823,1.54,1.54,Neck Tattoo,Seashell Pink,Black,White Round Shades,No Hat,Panting,0.0047,0.0087,0.004,0.0067,0.0027,0.0253,0.01,0.0373,0.004,0.024,0.0727,0.0127,0.0327,0.004,0.0173,0.048,0.03,0.118,0.2333,0.0987,0.3147
1014,4.05,4.05,Red Bandana,Spiced Orange,Tan - Overweight,White Shades,No Hat,Vampire,0.0087,0.006,0.0133,0.0307,0.006,0.0053,0.0147,0.032,0.0067,0.0153,0.016,0.0047,0.0487,0.0107,0.0207,0.0593,0.092,0.118,0.0727,0.148,0.3147
1014,3.67,3.67,Red Bandana,Spiced Orange,Tan - Overweight,White Shades,No Hat,Vampire,0.0087,0.006,0.0133,0.0307,0.006,0.0053,0.0147,0.032,0.0067,0.0153,0.016,0.0047,0.0487,0.0107,0.0207,0.0593,0.092,0.118,0.0727,0.148,0.3147
799,4.09,4.09,nan,Midnight Sapphire Blue,Black,Normal,Elvis,Happy,0.0567,0.0873,0.102,0.0273,0.0967,0.0233,0.03,0.008,0.0253,0.0613,0.018,0.0613,0.0167,0.0553,0.0207,0.226,0.4247,0.1167,0.2333,0.2567,0.07
799,7.03,7.03,nan,Midnight Sapphire Blue,Black,Normal,Elvis,Happy,0.0567,0.0873,0.102,0.0273,0.0967,0.0233,0.03,0.008,0.0253,0.0613,0.018,0.0613,0.0167,0.0553,0.0207,0.226,0.4247,0.1167,0.2333,0.2567,0.07
878,4.09,4.09,Bow Tie,Forest Moss Green,Cream,Nouns Glasses,No Hat,Bubble Gum,0.0147,0.008,0.0033,0.0307,0.004,0.0087,0.0067,0.0447,0.0093,0.004,0.0347,0.0053,0.012,0.0013,0.0107,0.05,0.0933,0.1247,0.0787,0.0393,0.3147
878,5.3,5.3,Bow Tie,Forest Moss Green,Cream,Nouns Glasses,No Hat,Bubble Gum,0.0147,0.008,0.0033,0.0307,0.004,0.0087,0.0067,0.0447,0.0093,0.004,0.0347,0.0053,0.012,0.0013,0.0107,0.05,0.0933,0.1247,0.0787,0.0393,0.3147
878,8.15,8.15,Bow Tie,Forest Moss Green,Cream,Nouns Glasses,No Hat,Bubble Gum,0.0147,0.008,0.0033,0.0307,0.004,0.0087,0.0067,0.0447,0.0093,0.004,0.0347,0.0053,0.012,0.0013,0.0107,0.05,0.0933,0.1247,0.0787,0.0393,0.3147
343,4.12,4.12,nan,Forest Moss Green,Black,Nouns Glasses,Sobrero,Happy,0.0467,0.0873,0.018,0.02,0.0967,0.032,0.0067,0.006,0.0267,0.0087,0.018,0.0613,0.0027,0.008,0.0173,0.226,0.4247,0.1247,0.2333,0.0393,0.06
343,7.03,7.03,nan,Forest Moss Green,Black,Nouns Glasses,Sobrero,Happy,0.0467,0.0873,0.018,0.02,0.0967,0.032,0.0067,0.006,0.0267,0.0087,0.018,0.0613,0.0027,0.008,0.0173,0.226,0.4247,0.1247,0.2333,0.0393,0.06
1000,4.86,4.12,Scarf,Sunlit Gold,Lilac,Normal,No Hat,Sad,0.0193,0.0047,0.0467,0.0473,0.0187,0.0087,0.0427,0.044,0.014,0.0133,0.016,0.0073,0.0747,0.0293,0.0387,0.118,0.1393,0.15,0.0433,0.2567,0.3147
1000,5.49,5.49,Scarf,Sunlit Gold,Lilac,Normal,No Hat,Sad,0.0193,0.0047,0.0467,0.0473,0.0187,0.0087,0.0427,0.044,0.014,0.0133,0.016,0.0073,0.0747,0.0293,0.0387,0.118,0.1393,0.15,0.0433,0.2567,0.3147
1000,8.14,8.14,Scarf,Sunlit Gold,Lilac,Normal,No Hat,Sad,0.0193,0.0047,0.0467,0.0473,0.0187,0.0087,0.0427,0.044,0.014,0.0133,0.016,0.0073,0.0747,0.0293,0.0387,0.118,0.1393,0.15,0.0433,0.2567,0.3147
925,4.12,4.12,Gold Chain,Rose Quartz Pink,Tan,Eye Patch,Cowboy,Mustache,0.01,0.0113,0.0073,0.0087,0.008,0.018,0.014,0.0067,0.0093,0.0113,0.0047,0.012,0.0047,0.0067,0.0047,0.0767,0.09,0.116,0.1553,0.08,0.058
1156,4.12,4.12,Gold Chain,Stormcloud Grey,Sable,Nouns Glasses,Elvis,Mustache,0.0153,0.01,0.0033,0.012,0.008,0.006,0.0047,0.01,0.0087,0.002,0.0067,0.0073,0.0027,0.0067,0.0047,0.0767,0.09,0.1187,0.0633,0.0393,0.07
1156,4.52,4.52,Gold Chain,Stormcloud Grey,Sable,Nouns Glasses,Elvis,Mustache,0.0153,0.01,0.0033,0.012,0.008,0.006,0.0047,0.01,0.0087,0.002,0.0067,0.0073,0.0027,0.0067,0.0047,0.0767,0.09,0.1187,0.0633,0.0393,0.07
948,7.75,4.12,nan,Stormcloud Grey,Zombie,Goggles,Sobrero,Toothy,0.0467,0.0047,0.0267,0.02,0.074,0.0013,0.0073,0.0093,0.0193,0.002,0.0007,0.0007,0.0033,0.012,0.0133,0.1853,0.4247,0.1187,0.01,0.0573,0.06
948,13.41,8.03,nan,Stormcloud Grey,Zombie,Goggles,Sobrero,Toothy,0.0467,0.0047,0.0267,0.02,0.074,0.0013,0.0073,0.0093,0.0193,0.002,0.0007,0.0007,0.0033,0.012,0.0133,0.1853,0.4247,0.1187,0.01,0.0573,0.06
948,19.51,8.95,nan,Stormcloud Grey,Zombie,Goggles,Sobrero,Toothy,0.0467,0.0047,0.0267,0.02,0.074,0.0013,0.0073,0.0093,0.0193,0.002,0.0007,0.0007,0.0033,0.012,0.0133,0.1853,0.4247,0.1187,0.01,0.0573,0.06
948,17.46,8.99,nan,Stormcloud Grey,Zombie,Goggles,Sobrero,Toothy,0.0467,0.0047,0.0267,0.02,0.074,0.0013,0.0073,0.0093,0.0193,0.002,0.0007,0.0007,0.0033,0.012,0.0133,0.1853,0.4247,0.1187,0.01,0.0573,0.06
948,18.44,7.59,nan,Stormcloud Grey,Zombie,Goggles,Sobrero,Toothy,0.0467,0.0047,0.0267,0.02,0.074,0.0013,0.0073,0.0093,0.0193,0.002,0.0007,0.0007,0.0033,0.012,0.0133,0.1853,0.4247,0.1187,0.01,0.0573,0.06
948,9.07,4.75,nan,Stormcloud Grey,Zombie,Goggles,Sobrero,Toothy,0.0467,0.0047,0.0267,0.02,0.074,0.0013,0.0073,0.0093,0.0193,0.002,0.0007,0.0007,0.0033,0.012,0.0133,0.1853,0.4247,0.1187,0.01,0.0573,0.06
655,4.12,4.12,nan,Stormcloud Grey,Blue,Red Shades,Party Hat,Sad,0.0467,0.03,0.0293,0.0247,0.0447,0.0067,0.008,0.0053,0.016,0.0053,0.004,0.0073,0.0033,0.0093,0.0053,0.118,0.4247,0.1187,0.0633,0.0687,0.05
507,4.12,4.12,Red Bandana,Sunlit Gold,Black - Overweight,Goggles,No Hat,Panting,0.0147,0.018,0.004,0.0307,0.0073,0.032,0.0087,0.044,0.0047,0.0067,0.0607,0.0053,0.0167,0.0027,0.0173,0.048,0.092,0.15,0.1773,0.0573,0.3147
507,7.05,7.05,Red Bandana,Sunlit Gold,Black - Overweight,Goggles,No Hat,Panting,0.0147,0.018,0.004,0.0307,0.0073,0.032,0.0087,0.044,0.0047,0.0067,0.0607,0.0053,0.0167,0.0027,0.0173,0.048,0.092,0.15,0.1773,0.0573,0.3147
507,4.17,4.17,Red Bandana,Sunlit Gold,Black - Overweight,Goggles,No Hat,Panting,0.0147,0.018,0.004,0.0307,0.0073,0.032,0.0087,0.044,0.0047,0.0067,0.0607,0.0053,0.0167,0.0027,0.0173,0.048,0.092,0.15,0.1773,0.0573,0.3147
1142,4.19,4.19,Scarf,Forest Moss Green,Lilac,Normal,Cylinder,Happy,0.0233,0.0047,0.0467,0.0087,0.0353,0.0047,0.034,0.01,0.0267,0.0133,0.0013,0.0133,0.012,0.0553,0.0087,0.226,0.1393,0.1247,0.0433,0.2567,0.0493
1142,3.82,3.82,Scarf,Forest Moss Green,Lilac,Normal,Cylinder,Happy,0.0233,0.0047,0.0467,0.0087,0.0353,0.0047,0.034,0.01,0.0267,0.0133,0.0013,0.0133,0.012,0.0553,0.0087,0.226,0.1393,0.1247,0.0433,0.2567,0.0493
1007,4.19,4.19,Red Bandana,Spiced Orange,Black - Overweight,Normal,Slickback,Happy,0.0087,0.018,0.02,0.0053,0.0267,0.018,0.0253,0.0073,0.0307,0.0393,0.0067,0.042,0.018,0.0553,0.0073,0.226,0.092,0.118,0.1773,0.2567,0.0493
1007,4.96,4.27,Red Bandana,Spiced Orange,Black - Overweight,Normal,Slickback,Happy,0.0087,0.018,0.02,0.0053,0.0267,0.018,0.0253,0.0073,0.0307,0.0393,0.0067,0.042,0.018,0.0553,0.0073,0.226,0.092,0.118,0.1773,0.2567,0.0493
1007,6.93,6.93,Red Bandana,Spiced Orange,Black - Overweight,Normal,Slickback,Happy,0.0087,0.018,0.02,0.0053,0.0267,0.018,0.0253,0.0073,0.0307,0.0393,0.0067,0.042,0.018,0.0553,0.0073,0.226,0.092,0.118,0.1773,0.2567,0.0493
1007,5.02,5.02,Red Bandana,Spiced Orange,Black - Overweight,Normal,Slickback,Happy,0.0087,0.018,0.02,0.0053,0.0267,0.018,0.0253,0.0073,0.0307,0.0393,0.0067,0.042,0.018,0.0553,0.0073,0.226,0.092,0.118,0.1773,0.2567,0.0493
1007,4.14,4.14,Red Bandana,Spiced Orange,Black - Overweight,Normal,Slickback,Happy,0.0087,0.018,0.02,0.0053,0.0267,0.018,0.0253,0.0073,0.0307,0.0393,0.0067,0.042,0.018,0.0553,0.0073,0.226,0.092,0.118,0.1773,0.2567,0.0493
81,4.19,4.19,nan,Midnight Sapphire Blue,Black - Overweight,Nouns Glasses,Party Hat,Toothy,0.0567,0.08,0.018,0.0247,0.074,0.0173,0.0047,0.0073,0.0207,0.0047,0.008,0.0373,0.0033,0.0067,0.0073,0.1853,0.4247,0.1167,0.1773,0.0393,0.05
81,5.47,5.47,nan,Midnight Sapphire Blue,Black - Overweight,Nouns Glasses,Party Hat,Toothy,0.0567,0.08,0.018,0.0247,0.074,0.0173,0.0047,0.0073,0.0207,0.0047,0.008,0.0373,0.0033,0.0067,0.0073,0.1853,0.4247,0.1167,0.1773,0.0393,0.05
