nft_id,trade_price,floor_price,Accessories,Background,Body,Eyes,Hat,Mouth,Accessories_Background_freq,Accessories_Body_freq,Accessories_Eyes_freq,Accessories_Hat_freq,Accessories_Mouth_freq,Background_Body_freq,Background_Eyes_freq,Background_Hat_freq,Background_Mouth_freq,Body_Eyes_freq,Body_Hat_freq,Body_Mouth_freq,Eyes_Hat_freq,Eyes_Mouth_freq,Hat_Mouth_freq,Mouth_freq,Accessories_freq,Background_freq,Body_freq,Eyes_freq,Hat_freq
753,6.73,6.73,Scarf,Forest Moss Green,Black - Overweight,Concerned,Slickback,Surprised,0.0233,0.0273,0.0053,0.0093,0.0133,0.026,0.0087,0.0053,0.0147,0.008,0.0067,0.0213,0.0027,0.002,0.0053,0.1187,0.1393,0.1247,0.1773,0.0293,0.0493
753,3.77,3.4,Scarf,Forest Moss Green,Black - Overweight,Concerned,Slickback,Surprised,0.0233,0.0273,0.0053,0.0093,0.0133,0.026,0.0087,0.0053,0.0147,0.008,0.0067,0.0213,0.0027,0.002,0.0053,0.1187,0.1393,0.1247,0.1773,0.0293,0.0493
1122,8.1,7.98,Red Bandana,Forest Moss Green,Black - Overweight,Red Shades,No Hat,Happy,0.0167,0.018,0.0067,0.0307,0.0267,0.026,0.01,0.0447,0.0267,0.012,0.0607,0.042,0.0213,0.016,0.0707,0.226,0.092,0.1247,0.1773,0.0687,0.3147
1122,8.83,8.83,Red Bandana,Forest Moss Green,Black - Overweight,Red Shades,No Hat,Happy,0.0167,0.018,0.0067,0.0307,0.0267,0.026,0.01,0.0447,0.0267,0.012,0.0607,0.042,0.0213,0.016,0.0707,0.226,0.092,0.1247,0.1773,0.0687,0.3147
1122,8.83,8.83,Red Bandana,Forest Moss Green,Black - Overweight,Red Shades,No Hat,Happy,0.0167,0.018,0.0067,0.0307,0.0267,0.026,0.01,0.0447,0.0267,0.012,0.0607,0.042,0.0213,0.016,0.0707,0.226,0.092,0.1247,0.1773,0.0687,0.3147
1122,3.94,3.94,Red Bandana,Forest Moss Green,Black - Overweight,Red Shades,No Hat,Happy,0.0167,0.018,0.0067,0.0307,0.0267,0.026,0.01,0.0447,0.0267,0.012,0.0607,0.042,0.0213,0.016,0.0707,0.226,0.092,0.1247,0.1773,0.0687,0.3147
376,8.0,8.0,Scarf,Sunlit Gold,Black,Normal,No Hat,Happy,0.0193,0.0347,0.0467,0.0473,0.0353,0.0313,0.0427,0.044,0.04,0.0613,0.0727,0.0613,0.0747,0.0553,0.0707,0.226,0.1393,0.15,0.2333,0.2567,0.3147
1140,8.02,8.02,nan,Lavender Dusk Purple,Cream,Gold Shades,Cowboy,Happy,0.0507,0.0327,0.006,0.0253,0.0967,0.0087,0.0033,0.0073,0.0213,0.002,0.0067,0.018,0.0007,0.0067,0.0127,0.226,0.4247,0.1187,0.0787,0.02,0.058
819,8.03,8.03,Gold Chain,Sunlit Gold,Tan,Red Round Shades,Wizard,Happy,0.0133,0.0113,0.0067,0.0027,0.0147,0.0267,0.0053,0.002,0.04,0.014,0.0033,0.028,0.002,0.0073,0.006,0.226,0.09,0.15,0.1553,0.0587,0.02
819,7.58,7.58,Gold Chain,Sunlit Gold,Tan,Red Round Shades,Wizard,Happy,0.0133,0.0113,0.0067,0.0027,0.0147,0.0267,0.0053,0.002,0.04,0.014,0.0033,0.028,0.002,0.0073,0.006,0.226,0.09,0.15,0.1553,0.0587,0.02
